Date,Product,Category,Region,Sales Channel,Customer Segment,Quantity Sold,Unit Price,Total Sales
2024-03-03,Desktop,Mobile,South America,Direct Sales,Corporate,24,1636.63,39279.12
2024-07-04,Desktop,Computers,Europe,Marketplace,Home Office,86,1736.5,149339.0
2024-07-18,Laptop,Mobile,North America,Direct Sales,Corporate,39,1904.36,74270.04
2023-10-28,Smartphone,Accessories,Europe,Marketplace,Enterprise,49,557.58,27321.420000000002
2023-01-17,Desktop,Mobile,North America,Direct Sales,Home Office,85,1574.64,133844.4
2023-10-07,Desktop,Mobile,Europe,Retail Store,Corporate,63,1471.12,92680.56
2022-08-15,Smartwatch,Mobile,North America,Online,Small Business,26,2361.97,61411.219999999994
2023-12-02,Laptop,Electronics,North America,Marketplace,Enterprise,10,619.3,6193.0
2023-04-21,Tablet,Electronics,Europe,Online,Home Office,77,193.87,14927.99
2023-04-22,Laptop,Electronics,Oceania,Retail Store,Home Office,58,1651.06,95761.48
2022-09-22,Tablet,Computers,Africa,Marketplace,Corporate,14,1863.42,26087.88
2023-01-07,Smartphone,Accessories,Asia,Online,Home Office,73,743.83,54299.590000000004
2023-05-01,Smartphone,Electronics,Africa,Direct Sales,Enterprise,71,1448.58,102849.18
2023-03-10,Desktop,Mobile,North America,Retail Store,Consumer,39,195.86,7638.540000000001
2023-10-08,Smartphone,Mobile,Europe,Direct Sales,Corporate,31,2402.11,74465.41
2022-07-30,Desktop,Mobile,Europe,Direct Sales,Small Business,50,319.32,15966.0
2023-07-26,Laptop,Mobile,Europe,Retail Store,Home Office,16,215.55,3448.8
2024-07-28,Smartphone,Wearables,Europe,Marketplace,Enterprise,72,158.07,11381.039999999999
2023-01-12,Laptop,Computers,Oceania,Wholesale,Home Office,51,1096.82,55937.82
2023-01-30,Laptop,Accessories,Asia,Wholesale,Small Business,15,288.04,4320.6
2023-03-26,Smartphone,Accessories,South America,Retail Store,Enterprise,89,1874.39,166820.71000000002
2024-07-31,Laptop,Electronics,North America,Wholesale,Small Business,38,2252.24,85585.12
2022-12-30,Smartphone,Wearables,Asia,Online,Enterprise,79,687.54,54315.659999999996
2024-05-25,Smartphone,Accessories,Africa,Marketplace,Consumer,89,1590.49,141553.61000000002
2023-04-02,Smartphone,Computers,South America,Direct Sales,Enterprise,71,153.73,10914.83
2023-12-26,Tablet,Mobile,South America,Direct Sales,Small Business,90,997.08,89737.2
2023-12-29,Laptop,Electronics,Europe,Retail Store,Corporate,72,767.71,55275.12
2022-08-14,Smartwatch,Computers,Asia,Direct Sales,Consumer,82,610.12,50029.840000000004
2022-05-11,Smartphone,Accessories,Africa,Online,Home Office,21,1629.57,34220.97
2023-08-11,Laptop,Wearables,Europe,Online,Consumer,16,369.06,5904.96
2023-04-21,Desktop,Electronics,Europe,Retail Store,Consumer,67,2158.74,144635.58
2024-03-08,Smartphone,Accessories,Oceania,Direct Sales,Home Office,65,1678.85,109125.25
2022-10-04,Smartphone,Electronics,North America,Wholesale,Enterprise,13,1791.3,23286.899999999998
2022-06-05,Smartwatch,Accessories,South America,Wholesale,Consumer,64,2341.59,149861.76
2024-01-30,Tablet,Mobile,Africa,Marketplace,Consumer,61,2358.81,143887.41
2022-08-06,Tablet,Wearables,South America,Retail Store,Corporate,32,1401.55,44849.6
2022-07-09,Smartphone,Mobile,Asia,Marketplace,Corporate,12,1263.68,15164.16
2023-02-21,Laptop,Accessories,North America,Wholesale,Small Business,95,871.68,82809.59999999999
2023-11-06,Desktop,Computers,Europe,Wholesale,Home Office,41,1803.15,73929.15000000001
2023-11-23,Desktop,Mobile,North America,Wholesale,Enterprise,66,1368.61,90328.26
2023-06-30,Laptop,Computers,Europe,Marketplace,Enterprise,8,2335.54,18684.32
2022-02-10,Smartphone,Accessories,North America,Retail Store,Small Business,59,634.63,37443.17
2022-11-03,Desktop,Wearables,Europe,Online,Enterprise,25,810.12,20253.0
2024-07-31,Tablet,Computers,South America,Online,Enterprise,5,824.42,4122.099999999999
2022-12-04,Laptop,Accessories,South America,Wholesale,Corporate,45,2024.7,91111.5
2022-11-10,Smartwatch,Computers,South America,Retail Store,Enterprise,2,292.65,585.3
2022-03-16,Smartphone,Mobile,South America,Retail Store,Enterprise,42,1166.34,48986.28
2024-08-10,Laptop,Accessories,North America,Direct Sales,Small Business,38,1097.57,41707.659999999996
2022-10-06,Desktop,Mobile,Europe,Direct Sales,Small Business,3,229.19,687.5699999999999
2022-06-25,Smartphone,Electronics,South America,Marketplace,Consumer,46,1056.45,48596.700000000004
2024-06-14,Tablet,Accessories,North America,Direct Sales,Enterprise,22,1307.78,28771.16
2023-10-24,Smartphone,Computers,Europe,Marketplace,Enterprise,33,209.51,6913.83
2022-09-30,Smartphone,Electronics,North America,Online,Enterprise,32,1299.16,41573.12
2024-04-16,Tablet,Mobile,Oceania,Wholesale,Corporate,17,2400.13,40802.21
2023-09-12,Tablet,Mobile,South America,Retail Store,Enterprise,82,2448.34,200763.88
2023-10-13,Smartphone,Computers,Asia,Online,Corporate,56,1352.62,75746.72
2024-05-11,Tablet,Electronics,North America,Online,Consumer,3,1311.99,3935.9700000000003
2024-02-22,Laptop,Wearables,South America,Marketplace,Home Office,70,749.5,52465.0
2024-05-08,Tablet,Computers,Africa,Wholesale,Enterprise,49,2492.93,122153.56999999999
2024-07-19,Tablet,Mobile,Europe,Marketplace,Small Business,55,721.86,39702.3
2022-10-16,Smartphone,Accessories,Oceania,Online,Small Business,77,1159.61,89289.96999999999
2023-12-25,Laptop,Electronics,South America,Retail Store,Enterprise,31,57.19,1772.8899999999999
2024-06-11,Smartwatch,Wearables,Africa,Direct Sales,Corporate,81,905.62,73355.22
2022-09-29,Smartwatch,Accessories,North America,Marketplace,Small Business,21,225.03,4725.63
2024-07-18,Desktop,Electronics,North America,Online,Small Business,16,1872.37,29957.92
2022-03-07,Tablet,Computers,Africa,Direct Sales,Consumer,17,1424.49,24216.33
2023-04-28,Tablet,Computers,Oceania,Direct Sales,Consumer,96,1451.82,139374.72
2024-07-24,Laptop,Electronics,Africa,Online,Consumer,1,751.95,751.95
2022-09-05,Smartwatch,Wearables,Europe,Wholesale,Small Business,72,2046.5,147348.0
2022-06-05,Desktop,Electronics,North America,Online,Small Business,65,58.01,3770.65
2022-02-16,Laptop,Accessories,Africa,Retail Store,Enterprise,66,867.32,57243.12
2024-07-23,Tablet,Accessories,Asia,Direct Sales,Enterprise,37,1665.77,61633.49
2023-03-30,Smartwatch,Computers,Asia,Retail Store,Corporate,24,2274.41,54585.84
2022-07-20,Desktop,Electronics,Africa,Marketplace,Small Business,91,624.81,56857.70999999999
2023-10-22,Smartphone,Computers,Europe,Direct Sales,Enterprise,84,1375.7,115558.8
2022-05-04,Smartwatch,Wearables,North America,Wholesale,Enterprise,62,1368.08,84820.95999999999
2022-01-01,Desktop,Accessories,Asia,Online,Consumer,21,2191.73,46026.33
2024-08-25,Laptop,Mobile,Africa,Marketplace,Consumer,37,173.77,6429.490000000001
2024-01-29,Smartphone,Mobile,Africa,Retail Store,Consumer,35,1089.97,38148.950000000004
2024-05-04,Desktop,Electronics,South America,Marketplace,Home Office,38,497.04,18887.52
2023-10-02,Desktop,Electronics,Africa,Wholesale,Enterprise,53,102.75,5445.75
2022-07-10,Tablet,Mobile,Europe,Online,Consumer,15,410.23,6153.450000000001
2023-08-02,Smartwatch,Electronics,Asia,Marketplace,Consumer,42,2442.35,102578.7
2023-05-31,Tablet,Accessories,South America,Retail Store,Small Business,94,576.38,54179.72
2023-03-18,Smartphone,Wearables,Asia,Marketplace,Consumer,4,2340.83,9363.32
2024-07-09,Desktop,Wearables,Asia,Online,Small Business,39,552.87,21561.93
2024-03-25,Tablet,Computers,Europe,Marketplace,Corporate,79,2331.67,184201.93
2024-03-16,Smartwatch,Accessories,Africa,Retail Store,Consumer,23,1653.82,38037.86
2022-05-23,Smartphone,Electronics,Europe,Online,Small Business,15,327.39,4910.849999999999
2022-07-10,Laptop,Electronics,Africa,Wholesale,Consumer,90,1475.69,132812.1
2023-06-17,Tablet,Computers,South America,Wholesale,Corporate,12,830.36,9964.32
2022-08-15,Smartphone,Computers,Europe,Direct Sales,Consumer,82,988.73,81075.86
2022-11-09,Laptop,Electronics,Europe,Marketplace,Small Business,70,1128.42,78989.40000000001
2023-09-21,Tablet,Electronics,Oceania,Retail Store,Corporate,82,1085.63,89021.66
2024-08-06,Smartphone,Accessories,North America,Marketplace,Corporate,54,1677.07,90561.78
2022-10-29,Smartphone,Computers,Europe,Online,Corporate,88,1932.5,170060.0
2023-10-16,Tablet,Accessories,Oceania,Direct Sales,Home Office,38,856.49,32546.62
2023-04-05,Smartphone,Electronics,North America,Retail Store,Small Business,28,2314.69,64811.32
2023-02-05,Desktop,Mobile,Africa,Marketplace,Home Office,79,2349.24,185589.96
2023-07-05,Tablet,Mobile,Africa,Retail Store,Corporate,19,149.69,2844.11
2023-01-28,Smartphone,Electronics,Africa,Online,Home Office,69,86.53,5970.57
2024-05-16,Laptop,Computers,Oceania,Direct Sales,Consumer,64,1091.41,69850.24
2024-02-03,Laptop,Mobile,Oceania,Retail Store,Home Office,4,1497.08,5988.32
2024-04-24,Desktop,Computers,North America,Online,Enterprise,81,730.87,59200.47
2022-07-26,Tablet,Mobile,Africa,Wholesale,Corporate,10,685.56,6855.599999999999
2022-07-29,Smartphone,Computers,Asia,Retail Store,Corporate,12,1711.92,20543.04
2022-04-25,Smartphone,Mobile,Europe,Direct Sales,Small Business,69,1524.18,105168.42
2024-01-07,Laptop,Computers,Oceania,Retail Store,Consumer,7,459.51,3216.5699999999997
2023-10-08,Desktop,Accessories,Oceania,Retail Store,Small Business,44,2217.03,97549.32
2022-09-08,Laptop,Computers,Oceania,Online,Home Office,23,1715.94,39466.62
2022-08-07,Laptop,Accessories,North America,Marketplace,Enterprise,2,938.31,1876.62
2023-02-11,Desktop,Accessories,Africa,Marketplace,Enterprise,94,1724.88,162138.72
2023-03-19,Tablet,Electronics,Asia,Retail Store,Enterprise,37,326.0,12062.0
2023-08-26,Smartphone,Accessories,Europe,Direct Sales,Enterprise,69,1197.23,82608.87
2022-12-20,Tablet,Wearables,Europe,Direct Sales,Consumer,20,464.01,9280.2
2024-06-06,Smartwatch,Accessories,Africa,Online,Home Office,90,151.51,13635.9
2023-07-12,Smartwatch,Computers,Asia,Retail Store,Enterprise,44,878.9,38671.6
2023-07-04,Smartwatch,Accessories,North America,Retail Store,Corporate,70,419.3,29351.0
2022-05-22,Desktop,Computers,Oceania,Marketplace,Home Office,93,1602.12,148997.16
2023-09-04,Laptop,Computers,Oceania,Online,Consumer,74,1701.47,125908.78
2023-05-16,Tablet,Wearables,Africa,Wholesale,Enterprise,51,414.3,21129.3
2024-04-19,Smartphone,Accessories,Europe,Direct Sales,Consumer,80,110.3,8824.0
2023-12-03,Smartwatch,Accessories,Oceania,Direct Sales,Enterprise,98,1992.39,195254.22
2023-07-01,Tablet,Mobile,Europe,Retail Store,Corporate,31,55.04,1706.24
2023-10-21,Smartwatch,Mobile,Europe,Online,Home Office,41,892.59,36596.19
2023-06-26,Smartwatch,Electronics,Africa,Wholesale,Corporate,58,1261.73,73180.34
2024-04-25,Smartphone,Computers,South America,Direct Sales,Enterprise,5,2055.67,10278.35
2023-05-22,Desktop,Wearables,South America,Online,Small Business,33,2104.47,69447.51
2023-08-19,Laptop,Mobile,South America,Wholesale,Home Office,43,1826.1,78522.3
2024-05-30,Desktop,Accessories,Asia,Retail Store,Consumer,19,655.63,12456.97
2022-10-08,Tablet,Electronics,Africa,Marketplace,Enterprise,32,1814.46,58062.72
2023-02-28,Desktop,Wearables,Europe,Direct Sales,Corporate,87,654.02,56899.74
2024-05-05,Tablet,Accessories,Oceania,Direct Sales,Small Business,3,575.79,1727.37
2022-09-27,Tablet,Accessories,Asia,Wholesale,Enterprise,1,1390.46,1390.46
2022-06-03,Laptop,Computers,South America,Marketplace,Consumer,41,1713.19,70240.79000000001
2023-09-06,Smartphone,Computers,North America,Online,Corporate,92,179.98,16558.16
2023-12-28,Laptop,Mobile,Asia,Retail Store,Home Office,48,197.06,9458.880000000001
2023-10-24,Desktop,Mobile,Asia,Online,Small Business,39,1971.22,76877.58
2024-08-01,Tablet,Accessories,Africa,Wholesale,Enterprise,5,2155.77,10778.85
2022-03-24,Smartwatch,Accessories,Oceania,Direct Sales,Enterprise,77,1530.88,117877.76000000001
2023-09-14,Smartwatch,Mobile,Asia,Direct Sales,Enterprise,11,1100.63,12106.93
2024-08-04,Tablet,Mobile,Oceania,Online,Enterprise,22,2121.03,46662.66
2024-06-17,Laptop,Accessories,Africa,Retail Store,Corporate,87,1835.6,159697.19999999998
2023-03-02,Smartphone,Wearables,North America,Wholesale,Home Office,64,1470.01,94080.64
2022-10-02,Laptop,Accessories,Europe,Retail Store,Consumer,12,833.4,10000.8
2023-12-14,Tablet,Wearables,Europe,Wholesale,Small Business,53,535.09,28359.77
2022-10-11,Tablet,Wearables,South America,Retail Store,Enterprise,55,1075.75,59166.25
2022-06-22,Smartphone,Accessories,South America,Online,Enterprise,53,752.72,39894.16
2022-11-23,Desktop,Electronics,North America,Marketplace,Home Office,21,881.18,18504.78
2023-12-19,Desktop,Mobile,Europe,Wholesale,Home Office,19,1313.3,24952.7
2022-03-04,Smartphone,Computers,South America,Online,Corporate,69,464.28,32035.32
2022-03-14,Desktop,Accessories,Oceania,Direct Sales,Corporate,88,2025.13,178211.44
2024-02-02,Smartwatch,Wearables,Asia,Direct Sales,Corporate,94,406.55,38215.700000000004
2023-09-28,Desktop,Accessories,Africa,Retail Store,Small Business,72,1228.43,88446.96
2023-01-10,Desktop,Mobile,South America,Direct Sales,Corporate,66,1877.63,123923.58
2023-09-25,Desktop,Wearables,North America,Marketplace,Enterprise,59,1238.3,73059.7
2023-05-23,Smartwatch,Computers,Europe,Wholesale,Corporate,49,934.5,45790.5
2024-02-26,Desktop,Computers,North America,Retail Store,Small Business,98,1213.48,118921.04000000001
2024-07-31,Smartwatch,Computers,Africa,Wholesale,Corporate,59,2129.24,125625.15999999999
2023-02-02,Smartphone,Electronics,Africa,Wholesale,Corporate,23,2476.56,56960.88
2022-04-30,Laptop,Wearables,North America,Online,Enterprise,3,1596.3,4788.9
2024-07-22,Smartphone,Wearables,South America,Direct Sales,Enterprise,56,1993.94,111660.64
2023-03-13,Laptop,Electronics,South America,Wholesale,Enterprise,58,85.5,4959.0
2024-04-08,Smartphone,Wearables,Europe,Marketplace,Corporate,88,2206.89,194206.31999999998
2023-11-07,Laptop,Electronics,Oceania,Marketplace,Enterprise,62,2387.42,148020.04
2024-07-24,Laptop,Accessories,Europe,Direct Sales,Home Office,18,1459.16,26264.88
2023-04-10,Tablet,Mobile,Asia,Direct Sales,Consumer,61,1896.82,115706.01999999999
2022-10-13,Laptop,Computers,Oceania,Retail Store,Consumer,37,1306.22,48330.14
2022-09-22,Laptop,Electronics,Asia,Retail Store,Enterprise,54,751.2,40564.8
2022-11-16,Tablet,Electronics,Europe,Retail Store,Small Business,95,2138.01,203110.95
2023-11-04,Desktop,Electronics,Oceania,Direct Sales,Enterprise,78,1512.25,117955.5
2023-01-11,Desktop,Accessories,Oceania,Wholesale,Enterprise,65,1469.49,95516.85
2024-03-30,Tablet,Electronics,Asia,Online,Corporate,14,1664.87,23308.18
2022-03-30,Smartwatch,Mobile,North America,Retail Store,Small Business,5,2147.21,10736.05
2023-10-16,Laptop,Mobile,South America,Online,Enterprise,95,1843.17,175101.15
2022-07-22,Laptop,Computers,Oceania,Marketplace,Home Office,95,567.25,53888.75
2024-03-31,Tablet,Accessories,Oceania,Direct Sales,Consumer,94,1193.72,112209.68000000001
2024-01-09,Tablet,Mobile,Asia,Marketplace,Home Office,62,2451.73,152007.26
2024-08-12,Smartwatch,Wearables,Oceania,Retail Store,Home Office,1,1408.67,1408.67
2022-11-30,Desktop,Wearables,Asia,Wholesale,Home Office,63,2348.7,147968.09999999998
2022-08-10,Smartphone,Wearables,North America,Retail Store,Small Business,67,2042.76,136864.92
2022-02-10,Desktop,Electronics,Oceania,Online,Small Business,20,1681.76,33635.2
2023-12-09,Laptop,Electronics,Africa,Retail Store,Small Business,43,905.94,38955.420000000006
2022-03-09,Tablet,Wearables,Europe,Wholesale,Consumer,85,795.58,67624.3
2024-02-15,Smartwatch,Computers,North America,Wholesale,Corporate,94,1626.38,152879.72
2023-05-29,Desktop,Computers,Africa,Direct Sales,Enterprise,42,1109.78,46610.76
2024-05-22,Smartwatch,Electronics,North America,Direct Sales,Enterprise,94,2006.95,188653.30000000002
2023-09-29,Desktop,Wearables,South America,Wholesale,Corporate,69,1913.12,132005.28
2023-09-14,Laptop,Computers,North America,Wholesale,Enterprise,74,814.72,60289.28
2023-08-21,Smartphone,Electronics,North America,Online,Home Office,88,1771.69,155908.72
2024-07-25,Smartwatch,Wearables,South America,Retail Store,Consumer,39,1261.65,49204.350000000006
2023-09-24,Smartwatch,Accessories,Oceania,Direct Sales,Enterprise,62,842.07,52208.340000000004
2022-05-07,Smartphone,Wearables,Europe,Online,Consumer,48,1061.77,50964.96
2022-09-12,Smartwatch,Wearables,Africa,Retail Store,Corporate,6,2243.61,13461.66
2023-11-26,Smartwatch,Mobile,Asia,Direct Sales,Enterprise,74,930.82,68880.68000000001
2022-01-16,Desktop,Mobile,Europe,Online,Consumer,42,754.13,31673.46
2023-04-22,Desktop,Accessories,North America,Marketplace,Home Office,58,911.93,52891.939999999995
2022-03-03,Smartphone,Accessories,Asia,Marketplace,Home Office,43,575.82,24760.260000000002
2024-05-30,Laptop,Wearables,South America,Direct Sales,Corporate,10,1384.36,13843.599999999999
2023-03-08,Smartwatch,Computers,Europe,Online,Small Business,89,411.22,36598.58
2023-11-01,Laptop,Accessories,Oceania,Retail Store,Enterprise,78,2052.74,160113.71999999997
2022-09-25,Smartphone,Wearables,Africa,Retail Store,Home Office,39,602.67,23504.129999999997
2022-02-04,Smartphone,Electronics,Europe,Online,Home Office,13,1515.23,19697.99
2024-02-18,Desktop,Mobile,Europe,Marketplace,Corporate,75,356.31,26723.25
2023-07-30,Smartwatch,Computers,Oceania,Online,Home Office,39,2447.21,95441.19
2023-05-09,Tablet,Wearables,Asia,Marketplace,Enterprise,11,1163.71,12800.810000000001
2023-07-16,Smartphone,Electronics,South America,Marketplace,Corporate,16,2064.32,33029.12
2023-04-14,Smartwatch,Mobile,Oceania,Retail Store,Consumer,33,1933.19,63795.270000000004
2024-02-06,Laptop,Electronics,South America,Direct Sales,Corporate,60,1798.55,107913.0
2023-10-23,Desktop,Wearables,Oceania,Wholesale,Enterprise,96,2077.04,199395.84
2022-11-21,Laptop,Accessories,Europe,Online,Enterprise,59,296.14,17472.26
2022-10-31,Smartphone,Mobile,South America,Marketplace,Consumer,74,1712.32,126711.68
2022-10-03,Smartphone,Electronics,Asia,Online,Corporate,51,701.28,35765.28
2024-05-18,Laptop,Accessories,Asia,Direct Sales,Enterprise,15,1975.39,29630.850000000002
2024-08-20,Smartphone,Computers,Africa,Direct Sales,Enterprise,80,2394.33,191546.4
2023-11-15,Smartwatch,Wearables,South America,Wholesale,Consumer,43,2258.65,97121.95
2024-07-17,Smartphone,Wearables,Africa,Wholesale,Small Business,27,331.63,8954.01
2022-07-20,Desktop,Mobile,Oceania,Marketplace,Corporate,56,955.4,53502.4
2023-03-21,Smartwatch,Electronics,North America,Wholesale,Enterprise,60,942.59,56555.4
2024-06-23,Tablet,Computers,Asia,Marketplace,Home Office,96,349.63,33564.479999999996
2022-11-20,Smartphone,Mobile,Europe,Retail Store,Consumer,70,290.41,20328.7
2022-02-04,Smartphone,Mobile,Asia,Marketplace,Small Business,47,992.98,46670.06
2023-04-27,Desktop,Electronics,North America,Wholesale,Small Business,8,2480.58,19844.64
2023-12-29,Desktop,Computers,Europe,Online,Consumer,63,1443.91,90966.33
2023-04-25,Laptop,Electronics,South America,Wholesale,Small Business,89,1573.36,140029.03999999998
2022-03-06,Laptop,Wearables,South America,Direct Sales,Enterprise,7,1204.0,8428.0
2022-01-08,Laptop,Accessories,Asia,Wholesale,Small Business,81,1672.71,135489.51
2022-10-28,Desktop,Wearables,Europe,Retail Store,Corporate,94,2393.82,225019.08000000002
2022-12-09,Laptop,Wearables,Oceania,Marketplace,Home Office,2,1492.31,2984.62
2023-03-07,Laptop,Mobile,Europe,Direct Sales,Enterprise,17,209.34,3558.78
2023-02-28,Tablet,Wearables,Africa,Marketplace,Consumer,4,1257.58,5030.32
2022-11-28,Laptop,Computers,North America,Marketplace,Home Office,26,2482.24,64538.23999999999
2023-03-14,Smartphone,Wearables,South America,Wholesale,Enterprise,78,999.14,77932.92
2023-08-11,Desktop,Computers,Asia,Online,Home Office,72,1505.01,108360.72
2022-06-23,Smartwatch,Electronics,Europe,Direct Sales,Small Business,69,311.26,21476.94
2023-07-13,Tablet,Mobile,South America,Retail Store,Consumer,5,395.89,1979.4499999999998
2023-06-11,Desktop,Computers,Asia,Retail Store,Consumer,5,2192.97,10964.849999999999
2024-05-22,Desktop,Wearables,South America,Online,Corporate,91,785.84,71511.44
2023-10-21,Smartphone,Mobile,Asia,Online,Small Business,69,798.36,55086.840000000004
2022-01-26,Laptop,Mobile,South America,Wholesale,Corporate,3,998.67,2996.0099999999998
2024-03-30,Smartphone,Computers,Oceania,Retail Store,Corporate,38,2417.87,91879.06
2023-08-28,Laptop,Computers,Africa,Direct Sales,Small Business,94,256.76,24135.44
2023-02-10,Laptop,Accessories,North America,Online,Enterprise,1,2055.97,2055.97
2022-08-20,Desktop,Accessories,South America,Online,Corporate,8,886.82,7094.56
2023-06-17,Laptop,Mobile,North America,Online,Home Office,13,2131.2,27705.6
2024-03-29,Tablet,Accessories,South America,Direct Sales,Enterprise,84,2479.8,208303.2
2023-07-04,Tablet,Wearables,Europe,Retail Store,Small Business,70,904.24,63296.8
2024-02-27,Tablet,Electronics,Africa,Direct Sales,Consumer,50,366.92,18346.0
2023-05-20,Desktop,Mobile,Oceania,Direct Sales,Enterprise,8,403.72,3229.76
2023-10-31,Smartphone,Electronics,Africa,Wholesale,Corporate,30,1908.92,57267.600000000006
2022-06-28,Smartwatch,Accessories,North America,Online,Home Office,40,405.06,16202.4
2022-05-12,Laptop,Computers,Europe,Retail Store,Small Business,79,688.03,54354.369999999995
2024-04-02,Smartwatch,Mobile,Asia,Wholesale,Consumer,74,550.78,40757.72
2023-03-31,Smartphone,Accessories,Africa,Wholesale,Home Office,33,921.41,30406.53
2022-12-14,Smartphone,Wearables,Oceania,Marketplace,Consumer,73,232.2,16950.6
2023-06-24,Desktop,Mobile,Europe,Online,Small Business,52,2149.02,111749.04
2024-02-11,Tablet,Mobile,Europe,Retail Store,Enterprise,33,2157.36,71192.88
2023-02-10,Tablet,Computers,North America,Retail Store,Corporate,73,1061.69,77503.37000000001
2022-03-17,Smartphone,Mobile,Oceania,Retail Store,Small Business,78,1549.61,120869.57999999999
2024-07-29,Desktop,Computers,Europe,Online,Home Office,96,1622.78,155786.88
2023-08-02,Desktop,Accessories,Europe,Retail Store,Enterprise,37,1885.68,69770.16
2024-05-03,Laptop,Wearables,Asia,Direct Sales,Consumer,70,1325.69,92798.3
2023-05-07,Tablet,Wearables,North America,Direct Sales,Enterprise,69,1300.32,89722.08
2022-07-13,Smartphone,Mobile,North America,Online,Enterprise,4,1596.69,6386.76
2022-06-11,Smartwatch,Mobile,Oceania,Retail Store,Home Office,60,1772.47,106348.2
2022-12-13,Tablet,Accessories,Europe,Marketplace,Corporate,80,899.39,71951.2
2024-08-08,Laptop,Computers,Asia,Marketplace,Enterprise,74,859.41,63596.34
2022-12-27,Desktop,Wearables,South America,Marketplace,Enterprise,31,710.81,22035.109999999997
2024-02-08,Smartphone,Computers,Africa,Direct Sales,Corporate,95,1394.67,132493.65
2023-08-07,Tablet,Accessories,North America,Marketplace,Corporate,14,932.38,13053.32
2022-03-28,Smartwatch,Wearables,Asia,Retail Store,Consumer,77,1373.77,105780.29
2024-07-22,Laptop,Wearables,Oceania,Retail Store,Consumer,60,1044.66,62679.600000000006
2022-09-19,Laptop,Electronics,Asia,Marketplace,Corporate,68,2100.0,142800.0
2022-08-02,Tablet,Accessories,Europe,Wholesale,Small Business,26,229.17,5958.42
2023-10-27,Smartwatch,Accessories,Africa,Marketplace,Corporate,24,1451.92,34846.08
2023-12-23,Laptop,Electronics,North America,Wholesale,Consumer,56,1460.28,81775.68
2024-07-01,Smartphone,Computers,South America,Online,Home Office,9,990.11,8910.99
2023-07-27,Laptop,Electronics,Europe,Online,Home Office,35,1081.5,37852.5
2024-02-19,Smartwatch,Accessories,North America,Retail Store,Enterprise,79,2010.32,158815.28
2022-09-19,Desktop,Computers,Oceania,Direct Sales,Home Office,24,737.65,17703.6
2023-12-31,Desktop,Wearables,North America,Retail Store,Consumer,31,2184.94,67733.14
2022-10-10,Tablet,Electronics,Asia,Retail Store,Home Office,83,2246.04,186421.32
2023-10-10,Smartwatch,Computers,Africa,Direct Sales,Small Business,66,1644.02,108505.31999999999
2023-04-12,Laptop,Computers,South America,Retail Store,Corporate,66,1943.5,128271.0
2023-01-15,Laptop,Computers,Africa,Direct Sales,Corporate,41,1551.72,63620.520000000004
2022-12-28,Desktop,Electronics,Asia,Retail Store,Consumer,36,1336.88,48127.68000000001
2023-03-25,Desktop,Wearables,South America,Online,Enterprise,34,2418.36,82224.24
2023-03-17,Smartphone,Computers,South America,Wholesale,Corporate,39,742.5,28957.5
2022-04-03,Desktop,Electronics,Europe,Retail Store,Home Office,83,427.67,35496.61
2023-09-13,Smartphone,Accessories,South America,Wholesale,Small Business,23,754.34,17349.82
2024-01-23,Laptop,Electronics,North America,Marketplace,Enterprise,80,1555.83,124466.4
2024-05-16,Smartphone,Electronics,Africa,Retail Store,Enterprise,44,503.7,22162.8
2023-02-28,Smartphone,Electronics,Oceania,Online,Enterprise,70,2276.59,159361.30000000002
2022-05-22,Tablet,Computers,Oceania,Direct Sales,Corporate,58,1057.01,61306.58
2022-10-18,Desktop,Electronics,Africa,Online,Enterprise,59,2132.41,125812.18999999999
2023-03-08,Smartphone,Accessories,Europe,Wholesale,Consumer,26,660.63,17176.38
2024-01-19,Laptop,Computers,South America,Direct Sales,Home Office,22,817.26,17979.72
2024-05-01,Smartwatch,Accessories,Asia,Online,Small Business,88,195.1,17168.8
2024-04-03,Smartphone,Mobile,North America,Online,Home Office,40,681.53,27261.199999999997
2023-11-20,Desktop,Electronics,Europe,Online,Consumer,85,1251.27,106357.95
2023-10-15,Tablet,Computers,South America,Direct Sales,Consumer,94,2368.04,222595.76
2023-12-02,Laptop,Computers,Oceania,Online,Home Office,11,1002.81,11030.91
2022-02-18,Tablet,Electronics,Asia,Online,Corporate,9,1617.37,14556.329999999998
2022-10-29,Smartwatch,Wearables,South America,Wholesale,Consumer,12,1097.89,13174.68
2024-05-30,Smartphone,Wearables,Europe,Online,Enterprise,26,164.64,4280.639999999999
2022-07-09,Smartphone,Accessories,Asia,Online,Small Business,38,1283.65,48778.700000000004
2022-05-16,Desktop,Electronics,Asia,Marketplace,Small Business,3,211.49,634.47
2023-07-09,Smartphone,Electronics,Asia,Direct Sales,Consumer,97,2215.06,214860.82
2023-02-08,Laptop,Mobile,Asia,Marketplace,Enterprise,15,1894.94,28424.100000000002
2024-06-10,Smartwatch,Wearables,South America,Wholesale,Home Office,47,977.7,45951.9
2024-05-14,Tablet,Wearables,Asia,Marketplace,Small Business,5,1618.54,8092.7
2023-08-25,Smartwatch,Electronics,South America,Retail Store,Enterprise,54,324.47,17521.38
2024-03-17,Smartphone,Accessories,Asia,Direct Sales,Enterprise,24,1771.26,42510.24
2022-12-07,Tablet,Electronics,Asia,Online,Corporate,11,2065.69,22722.59
